0, [118.90251922607422, 187.57931518554688, -7.709567875649059, 0.002233862207743275, 115.0, 192.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0, 142.19082641601562, 187.48989868164062, -0.4965645968914032, -0.006449440959841013], 0, 1, [4.94498, -0.76106596, 1.0384711, 1.3009739, -3.2854393, -1.6250498, -0.47905588, 1.0769781, -0.6248778, -1.0911928], 0
0, [118.75161743164062, 187.57904052734375, -7.663922658061763, -0.005669971434800349, 115.0, 192.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0], 0, 1, [5.375711, -1.8178246, 0.18606554, 1.2402644, -4.5093307, -2.4232311, -0.41873997, 0.8514281, -1.1886429, -1.9462578], 0
0, [118.75161743164062, 187.57904052734375, -7.663922658061763, -0.005669971434800349, 117.35063171386719, 191.5267791748047, 4.789866924285889, -0.04321042448282242, 150.0, 183.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0], 0, 1, [5.4047933, -2.49753, -0.00692831, 1.1840067, -4.3679943, -2.920927, -0.9562781, 1.1056933, -2.181169, -1.5819279], 0
0, [118.75161743164062, 187.57904052734375, -7.663922658061763, -0.005669971434800349, 121.34746551513672, 191.54750061035156, 4.695912837982178, -0.04584283381700516, 150.0, 183.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0], 0, 1, [5.358712, -2.520081, 0.22388168, 1.4575304, -4.1198773, -2.6887293, -1.0921311, 1.1640813, -1.958133, -1.4577141], 0
0, [118.75161743164062, 187.57904052734375, -7.663922658061763, -0.005669971434800349, 115.0, 192.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0], 0, 1, [5.375711, -1.8178246, 0.18606554, 1.2402644, -4.5093307, -2.4232311, -0.41873997, 0.8514281, -1.1886429, -1.9462578], 0
0, [118.75161743164062, 187.57904052734375, -7.663922658061763, -0.005669971434800349, 115.0, 192.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0], 0, 1, [5.375711, -1.8178246, 0.18606554, 1.2402644, -4.5093307, -2.4232311, -0.41873997, 0.8514281, -1.1886429, -1.9462578], 0
0, [118.75161743164062, 187.57904052734375, -7.663922658061763, -0.005669971434800349, 115.0, 192.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0], 0, 1, [5.375711, -1.8178246, 0.18606554, 1.2402644, -4.5093307, -2.4232311, -0.41873997, 0.8514281, -1.1886429, -1.9462578], 0
0, [118.75161743164062, 187.57904052734375, -7.663922658061763, -0.005669971434800349, 115.0, 192.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0], 0, 1, [5.375711, -1.8178246, 0.18606554, 1.2402644, -4.5093307, -2.4232311, -0.41873997, 0.8514281, -1.1886429, -1.9462578], 0
0, [137.56484985351562, 195.40716552734375, 0.16696042831681585, -1.2167869750367584, 139.5539093017578, 191.64874267578125, 4.67317533493042, -0.06106436625123024, 150.0, 183.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0], 0, 0, [6.8148055, -0.59359705, -0.9246907, 2.823984, -3.777712, -1.1101255, -1.2992007, 0.2565662, -1.4737306, -0.22258678], 0
0, [119.25392150878906, 187.01708984375, -8.064491202217527, 0.35425080937998804, 115.0, 192.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0, 150.0, 183.0, 0.0, 0.0], 0, 1, [5.309471, -2.0541873, 0.19841456, 1.2236137, -4.4828963, -2.5085096, -0.42968765, 0.9183881, -1.2781298, -1.8887173], 0
