119.40232849121094, 187.9236298, 0, 0, [5.2545013, 0.8644341, 1.8604941, 4.5058703, -4.4421105, 1.0256823, -1.5279553, 0.5302472, 1.3157761, 0.5707148], 6.7663016
119.52047729492188, 189.5007935, 0, 0, [4.949113, 0.649627, 1.9655035, 5.452456, -3.7652419, 0.35217312, -0.9585834, 0.82261866, 1.2581103, 0.40645292], 6.376026
119.54743957519531, 189.5035858, 0, 0, [4.7505527, 0.42836785, 2.0875645, 5.177774, -3.781504, 0.2651185, -1.0484855, 0.7285305, 1.1689379, 0.42897755], 6.105319
119.64584350585938, 189.4904022, 0, 0, [4.7698317, 0.30925345, 2.2630186, 4.9498453, -3.7806463, 0.2352978, -1.049895, 0.8068697, 1.1764877, 0.38016063], 5.9978957
119.68234252929688, 189.4959259, 0, 0, [4.69351, 0.35787666, 2.1089866, 5.0907416, -3.751417, 0.22489345, -1.0570481, 0.7187636, 1.1256341, 0.45075125], 5.982297
119.88687896728516, 187.8945313, 0, 0, [0.31184697, 1.6775348, 0.14114475, 0.05277446, -0.8978306, -2.1080341, -0.44204283, -0.025564432, -3.841425, -5.5493035], 4.2523193
119.800537109375, 188.734436, 0, 0, [-0.68952626, 1.2736273, 0.73316693, -0.18088618, -0.40587914, -2.999604, -0.16665348, 0.14436212, -1.8158559, -5.4045286], 3.5337672
119.70832824707031, 189.3366394, 0, 0, [-0.22320583, 0.6801778, -0.483189, -0.0017945468, -3.5826929, -2.5261996, -0.4229775, -0.128555, -3.8823423, -4.8882327], 3.5228043
118.5953369140625, 186.4655457, 0, 0, [3.502829, -2.591788, 1.8909909, 1.515965, -4.6475205, -1.1113708, -1.4158804, 0.21959305, -0.4211747, -0.5696537], 4.893435
118.74722290039062, 188.9207001, 0, 0, [0.014713734, 1.7027485, -0.3155917, 0.52315694, -1.3193015, -3.006791, 0.19020092, 0.486912, -4.8609557, -5.7355046], 5.567312
118.93579864501953, 188.6872864, 0, 0, [0.53410643, 2.5521953, 0.96891713, 1.4318439, -0.004591644, -4.2566643, 0.76106364, 1.427475, -5.057263, -6.1417947], 8.776144
